beta_labels,beta_frequency_semantic_phonology,model_names,optimal_nLLs,random_nLLs,N,subject
"[1, 0]","[1.287512793625795, 3.2801032360789293, 1.0966994868231903]",psyrev static simdrop,277.2217699927423,312.44135355747653,47,50019
"[1, 1]","[1.287512793625795, 3.2801032360789293, 1.0966994868231903]",psyrev static troyer,277.2217699927423,312.44135355747653,47,50019
"[1, 2]","[1.287512793625795, 3.2801032360789293, 1.0966994868231903]",psyrev static participant,277.2217699927423,312.44135355747653,47,50019
"[2, 0]","[1.3147456563403355, 4.023702986789164, -0.6677660786045005]",psyrev dynamic simdrop,277.33325280526094,312.44135355747653,47,50019
"[2, 1]","[1.3132154304611698, 5.350797371650636, -2.7912748583468883]",psyrev dynamic troyer,275.19471267867203,312.44135355747653,47,50019
"[2, 2]","[1.2587811681548593, 3.909028059267584, 1.0297443841180678]",psyrev dynamic participant,282.8174349420132,312.44135355747653,47,50019
"[3, 0]","[1.275584122883635, 3.4050253583843864, -0.04868633785830315]",static plocal simdrop,276.51208899255704,312.44135355747653,47,50019
"[3, 1]","[1.275584122883635, 3.4050253583843864, -0.04868633785830315]",static plocal troyer,276.51208899255704,312.44135355747653,47,50019
"[3, 2]","[1.275584122883635, 3.4050253583843864, -0.04868633785830315]",static plocal participant,276.51208899255704,312.44135355747653,47,50019
"[4, 0]","[1.3013523146952968, 4.220339195538484, -0.053034032641091536]",dynamic pglobal simdrop,276.51033638258855,312.44135355747653,47,50019
"[4, 1]","[1.2950493441438056, 5.758045938161772, -0.06779829233764818]",dynamic pglobal troyer,273.9282939142374,312.44135355747653,47,50019
"[4, 2]","[1.2464668708554014, 4.070785647334326, -0.04617705288872308]",dynamic pglobal participant,282.18801980008567,312.44135355747653,47,50019
"[5, 0]","[1.3115318511515883, 4.09989858423123, -0.02089097471256072]",dynamic plocal simdrop,277.24163265068216,312.44135355747653,47,50019
"[5, 1]","[1.2888728138572496, 6.995197123665232, -0.2446023622887085]",dynamic plocal troyer,270.03507382523753,312.44135355747653,47,50019
"[5, 2]","[1.250431874636809, 4.113570444635341, -0.05849108334400796]",dynamic plocal participant,282.2125775979152,312.44135355747653,47,50019
"[6, 0]","[1.301729897540468, 4.024676247059464, -0.14453254076455485]",dynamic pswitchonly simdrop,275.8009268178553,312.44135355747653,47,50019
"[6, 1]","[1.3173603940256813, 5.35075035624099, 0.021290662096074588]",dynamic pswitchonly troyer,275.11387146390155,312.44135355747653,47,50019
"[6, 2]","[1.2552825200715196, 3.9094605886685914, -0.027651895314190246]",dynamic pswitchonly participant,282.726553867384,312.44135355747653,47,50019
"[1, 0]","[2.2125900165243446, 3.1663451389415274, 1.5739559991128669]",psyrev static simdrop,272.49801474400675,319.08904193103984,48,50020
"[1, 1]","[2.2125900165243446, 3.1663451389415274, 1.5739559991128669]",psyrev static troyer,272.49801474400675,319.08904193103984,48,50020
"[1, 2]","[2.2125900165243446, 3.1663451389415274, 1.5739559991128669]",psyrev static participant,272.49801474400675,319.08904193103984,48,50020
"[2, 0]","[2.10456666180814, 4.047442499498467, -4.309725230428979]",psyrev dynamic simdrop,268.323452386528,319.08904193103984,48,50020
"[2, 1]","[2.087138364174979, 4.403668492190433, -7.493636231828688]",psyrev dynamic troyer,270.4449066670202,319.08904193103984,48,50020
"[2, 2]","[2.0221594840151402, 3.9348366037293054, 0.05058012560513429]",psyrev dynamic participant,273.0649023654061,319.08904193103984,48,50020
"[3, 0]","[2.2103551956870584, 3.3726050631114233, -0.06741698668321996]",static plocal simdrop,271.13162830830055,319.08904193103984,48,50020
"[3, 1]","[2.2103551956870584, 3.3726050631114233, -0.06741698668321996]",static plocal troyer,271.13162830830055,319.08904193103984,48,50020
"[3, 2]","[2.2103551956870584, 3.3726050631114233, -0.06741698668321996]",static plocal participant,271.13162830830055,319.08904193103984,48,50020
"[4, 0]","[2.1029416461180492, 4.3903440676343735, -0.07960093901924939]",dynamic pglobal simdrop,266.4885267838734,319.08904193103984,48,50020
"[4, 1]","[2.087262756327427, 4.769163333238531, -0.07711196112292454]",dynamic pglobal troyer,268.7463460492443,319.08904193103984,48,50020
"[4, 2]","[2.0208976308438165, 4.240234935264598, -0.07208854511286045]",dynamic pglobal participant,271.5637634283698,319.08904193103984,48,50020
"[5, 0]","[2.1035156238052313, 4.458267106049122, -0.09467073597622094]",dynamic plocal simdrop,266.52484419433404,319.08904193103984,48,50020
"[5, 1]","[2.0943587435036966, 5.06043919363326, -0.13393481752039182]",dynamic plocal troyer,267.8713465058354,319.08904193103984,48,50020
"[5, 2]","[2.0239763851985497, 4.191080469889302, -0.06097013146912275]",dynamic plocal participant,272.44093258146046,319.08904193103984,48,50020
"[6, 0]","[2.1043028903584267, 4.047506244457212, -0.045076192168376314]",dynamic pswitchonly simdrop,268.14053968153723,319.08904193103984,48,50020
"[6, 1]","[2.086320500793012, 4.403775386102035, -0.018202895126077367]",dynamic pswitchonly troyer,270.3977734125132,319.08904193103984,48,50020
"[6, 2]","[2.0179987236753965, 3.935332966629355, -0.08799096501710316]",dynamic pswitchonly participant,272.1387244537704,319.08904193103984,48,50020
"[1, 0]","[1.6034572632385906, 3.1660339677322513, 0.6700765090352212]",psyrev static simdrop,264.44714679178463,305.7936651839132,46,50022
"[1, 1]","[1.6034572632385906, 3.1660339677322513, 0.6700765090352212]",psyrev static troyer,264.44714679178463,305.7936651839132,46,50022
"[1, 2]","[1.6034572632385906, 3.1660339677322513, 0.6700765090352212]",psyrev static participant,264.44714679178463,305.7936651839132,46,50022
"[2, 0]","[1.5275923039761663, 3.8778304931172163, 2.42680700113754]",psyrev dynamic simdrop,259.24642423060476,305.7936651839132,46,50022
"[2, 1]","[1.457858196832827, 4.183714067249476, -1.9095201144715612]",psyrev dynamic troyer,262.1193063876721,305.7936651839132,46,50022
"[2, 2]","[1.4843678949962105, 3.9167532252204666, 0.4966727216416065]",psyrev dynamic participant,261.8526389615799,305.7936651839132,46,50022
"[3, 0]","[1.5822389680239972, 3.582962731561188, -0.1423582696240184]",static plocal simdrop,259.3429572600042,305.7936651839132,46,50022
"[3, 1]","[1.5822389680239972, 3.582962731561188, -0.1423582696240184]",static plocal troyer,259.3429572600042,305.7936651839132,46,50022
